host_id,event_time,event_type,action,chain_phase,technique,variant,domain,bytes_kb,city,is_abnormal,peer_host
H002907,2026-07-20 09:59:50,download,下载文档/更新包 8MB,,T1204.002,,,13035,,,
H002479,2026-07-20 10:02:06,login,登录办公终端,,T1078,,,,天津市,,
H000438,2026-07-20 10:03:33,login,登录办公终端,,T1078,,,,,,
H008154,2026-07-20 10:03:44,email_open,阅读邮件（内部往来 1）,,,,wiki.company.cn,,,,
H008164,2026-07-20 10:04:15,login,登录办公终端,,T1078,,,,,,
H008154,2026-07-20 10:05:03,email_open,阅读邮件（内部往来 3）,,,,oa.company.cn,,,,
H002479,2026-07-20 10:08:19,web_visit,访问内部 OA/知识库,,T1071,,wiki.company.cn,,,,
H001177,2026-07-20 10:08:53,failed_login,密码错误自动重试,,T1110.001,,,,,,
H003416,2026-07-20 10:22:25,web_visit,访问内部 OA/知识库,,T1071,,mail.company.cn,,,,
H009979,2026-07-20 10:22:48,login,登录办公终端,,T1078,,,,,,
H009500,2026-07-20 10:23:40,failed_login,密码错误自动重试,,T1110.001,,,,,,
H004724,2026-07-20 10:23:59,web_visit,访问内部 OA/知识库,,T1071,,mail.company.cn,,,,
H007500,2026-07-20 10:24:13,web_visit,访问内部 OA/知识库,,T1071,,wiki.company.cn,,,,
H005767,2026-07-20 10:25:28,dns_query,域名解析,,T1071.001,,docs.company.cn,,,,
H000527,2026-07-20 10:26:40,web_visit,访问内部 OA/知识库,,T1071,,kb.company.cn,,,,
H004058,2026-07-20 10:26:53,web_visit,访问内部 OA/知识库,,T1071,,wiki.company.cn,,,,
H009982,2026-07-20 10:32:44,email_open,阅读邮件（内部往来 1）,,,,kb.company.cn,,,,
H001668,2026-07-20 10:33:55,email_open,阅读邮件（内部往来 1）,,,,npm.company.cn,,,,
H000987,2026-07-20 10:35:27,login,登录办公终端,,T1078,,,,天津市,,
H001177,2026-07-20 10:37:21,login,登录办公终端,,T1078,,,,,,
H004775,2026-07-20 10:43:03,download,下载文档/更新包 42MB,,T1204.002,,,7016,,,
H006566,2026-07-20 10:44:38,login,登录办公终端,,T1078,,,,,,
H005614,2026-07-20 10:45:47,login,登录办公终端,,T1078,,,,西安市,,
H008154,2026-07-20 10:46:02,download,下载文档/更新包 34MB,,T1204.002,,,37322,,,
H002479,2026-07-20 10:48:51,failed_login,密码错误自动重试,,T1110.001,,,,,,
H001177,2026-07-20 10:51:22,dns_query,域名解析,,T1071.001,,github.com,,,,
H004950,2026-07-20 10:55:34,login,登录办公终端,,T1078,,,,,,
H002844,2026-07-20 11:00:08,email_open,阅读邮件（内部往来 1）,,,,oa.company.cn,,,,
H009979,2026-07-20 11:03:15,upload,上传附件 1MB,,T1567,,docs.company.cn,7215,,,
H004724,2026-07-20 11:18:27,email_open,阅读邮件（内部往来 1）,,,,mail.company.cn,,,,
H009979,2026-07-20 11:18:33,web_visit,访问内部 OA/知识库,,T1071,,mail.company.cn,,,,
H001419,2026-07-20 11:19:42,dns_query,域名解析,,T1071.001,,taobao.com,,,,
H004902,2026-07-20 11:21:21,email_open,阅读邮件（内部往来 2）,,,,kb.company.cn,,,,
H009500,2026-07-20 11:24:01,web_visit,访问内部 OA/知识库,,T1071,,oa.company.cn,,,,
H009170,2026-07-20 11:25:58,privesc,安装办公软件（UAC 授权通过）,,T1543.003,,,,,,
H003533,2026-07-20 11:26:55,login,登录办公终端,,T1078,,,,武汉市,,
H000763,2026-07-20 11:31:00,upload,上传附件 1MB,,T1567,,docs.company.cn,7627,,,
H004080,2026-07-20 11:33:08,dns_query,域名解析,,T1071.001,,zhihu.com,,,,
H004950,2026-07-20 11:36:06,web_visit,访问内部 OA/知识库,,T1071,,npm.company.cn,,,,
H005767,2026-07-20 11:37:51,login,登录办公终端,,T1078,,,,,,
H004724,2026-07-20 11:40:35,web_visit,访问内部 OA/知识库,,T1071,,npm.company.cn,,,,
H006049,2026-07-20 11:44:03,failed_login,密码错误自动重试,,T1110.001,,,,,,
H001177,2026-07-20 11:44:34,web_visit,访问内部 OA/知识库,,T1071,,mail.company.cn,,,,
H004080,2026-07-20 11:44:56,email_open,阅读邮件（内部往来 1）,,,,wiki.company.cn,,,,
H004080,2026-07-20 11:48:39,email_open,阅读邮件（内部往来 2）,,,,kb.company.cn,,,,
H004775,2026-07-20 11:50:14,email_open,阅读邮件（内部往来 1）,,,,mail.company.cn,,,,
H008871,2026-07-20 12:00:04,web_visit,访问内部 OA/知识库,,T1071,,wiki.company.cn,,,,
H005767,2026-07-20 12:02:32,failed_login,密码错误自动重试,,T1110.001,,,,,,
H006896,2026-07-20 12:03:36,web_visit,访问内部 OA/知识库,,T1071,,mail.company.cn,,,,
H006373,2026-07-20 12:06:00,email_open,阅读邮件（内部往来 1）,,,,wiki.company.cn,,,,
H002844,2026-07-20 12:09:30,login,登录办公终端,,T1078,,,,苏州市,,
H004564,2026-07-20 12:10:11,login,登录办公终端,,T1078,,,,,,
H006373,2026-07-20 12:12:58,email_open,阅读邮件（内部往来 2）,,,,docs.company.cn,,,,
H004775,2026-07-20 12:13:43,login,登录办公终端,,T1078,,,,,,
H002907,2026-07-20 12:15:41,upload,上传附件 8MB,,T1567,,docs.company.cn,5421,,,
H001668,2026-07-20 12:16:20,web_visit,访问内部 OA/知识库,,T1071,,docs.company.cn,,,,
H002223,2026-07-20 12:16:27,email_open,阅读邮件（内部往来 2）,,,,mail.company.cn,,,,
H006738,2026-07-20 12:18:24,download,下载文档/更新包 11MB,,T1204.002,,,6623,,,
H004717,2026-07-20 12:34:54,email_open,阅读邮件（内部往来 1）,,,,docs.company.cn,,,,
H004763,2026-07-20 12:37:42,login,登录办公终端,,T1078,,,,,,
H008981,2026-07-20 12:38:33,web_visit,访问内部 OA/知识库,,T1071,,docs.company.cn,,,,
H001269,2026-07-20 12:39:04,email_open,阅读邮件（内部往来 1）,,,,kb.company.cn,,,,
H007500,2026-07-20 12:40:06,login,登录办公终端,,T1078,,,,,,
H006311,2026-07-20 12:46:47,email_open,阅读邮件（内部往来 1）,,,,kb.company.cn,,,,
H009982,2026-07-20 12:49:06,login,登录办公终端,,T1078,,,,东莞市,,
H003043,2026-07-20 12:52:27,login,登录办公终端,,T1078,,,,,,
H008214,2026-07-20 12:58:49,failed_login,密码错误自动重试,,T1110.001,,,,,,
H005496,2026-07-20 13:00:13,upload,外发数据 28MB（含客户名单片段）,exfil,T1567,evasive,share-doc.company.cn,28672,,,
H008931,2026-07-20 13:04:19,login,登录办公终端,,T1078,,,,,,
H004717,2026-07-20 13:07:02,web_visit,访问内部 OA/知识库,,T1071,,mail.company.cn,,,,
H007458,2026-07-20 13:13:25,email_open,阅读邮件（内部往来 2）,,,,docs.company.cn,,,,
H004724,2026-07-20 13:13:49,email_open,阅读邮件（内部往来 2）,,,,kb.company.cn,,,,
H003973,2026-07-20 13:15:52,login,登录办公终端,,T1078,,,,,,
H005496,2026-07-20 13:17:13,cleanup,清除本地外发缓存,cover,T1070.004,evasive,,,,,
H006311,2026-07-20 13:18:41,login,登录办公终端,,T1078,,,,,,
H008981,2026-07-20 13:27:06,email_open,阅读邮件（内部往来 1）,,,,kb.company.cn,,,,
H005767,2026-07-20 13:33:45,web_visit,访问内部 OA/知识库,,T1071,,mail.company.cn,,,,
H001235,2026-07-20 13:36:23,web_visit,访问内部 OA/知识库,,T1071,,npm.company.cn,,,,
H008214,2026-07-20 13:37:38,failed_login,密码错误自动重试,,T1110.001,,,,,,
H006049,2026-07-20 13:49:06,login,登录办公终端,,T1078,,,,,,
H004058,2026-07-20 13:50:45,email_open,阅读邮件（内部往来 1）,,,,npm.company.cn,,,,
H004564,2026-07-20 13:57:02,email_open,阅读邮件（内部往来 2）,,,,docs.company.cn,,,,
H002223,2026-07-20 14:01:43,web_visit,访问内部 OA/知识库,,T1071,,mail.company.cn,,,,
H009698,2026-07-20 14:07:04,login,登录办公终端,,T1078,,,,,,
H009535,2026-07-20 14:08:43,web_visit,访问内部 OA/知识库,,T1071,,npm.company.cn,,,,
H006896,2026-07-20 14:10:06,login,登录办公终端,,T1078,,,,,,
H005767,2026-07-20 14:12:49,failed_login,密码错误自动重试,,T1110.001,,,,,,
H009535,2026-07-20 14:13:01,failed_login,密码错误自动重试,,T1110.001,,,,,,
H000987,2026-07-20 14:15:19,web_visit,访问内部 OA/知识库,,T1071,,npm.company.cn,,,,
H005988,2026-07-20 14:29:34,dns_query,域名解析,,T1071.001,,github.com,,,,
H009903,2026-07-20 14:31:45,web_visit,访问内部 OA/知识库,,T1071,,docs.company.cn,,,,
H001419,2026-07-20 14:32:57,login,登录办公终端,,T1078,,,,,,
H006566,2026-07-20 14:34:19,email_open,阅读邮件（内部往来 1）,,,,wiki.company.cn,,,,
H006566,2026-07-20 14:44:08,email_open,阅读邮件（内部往来 2）,,,,kb.company.cn,,,,
H001419,2026-07-20 14:48:06,web_visit,访问内部 OA/知识库,,T1071,,mail.company.cn,,,,
H000438,2026-07-20 14:50:35,web_visit,访问内部 OA/知识库,,T1071,,kb.company.cn,,,,
H001269,2026-07-20 14:55:56,web_visit,访问内部 OA/知识库,,T1071,,mail.company.cn,,,,
H003533,2026-07-20 14:57:00,web_visit,访问内部 OA/知识库,,T1071,,npm.company.cn,,,,
H002223,2026-07-20 15:02:13,upload,上传附件 15MB,,T1567,,docs.company.cn,13915,,,
H004080,2026-07-20 15:03:44,web_visit,访问内部 OA/知识库,,T1071,,mail.company.cn,,,,
H005988,2026-07-20 15:07:56,email_open,阅读邮件（内部往来 1）,,,,docs.company.cn,,,,
H001419,2026-07-20 15:07:59,failed_login,密码错误自动重试,,T1110.001,,,,,,
H000763,2026-07-20 15:14:14,web_visit,访问内部 OA/知识库,,T1071,,docs.company.cn,,,,
H004080,2026-07-20 15:22:18,download,下载文档/更新包 9MB,,T1204.002,,,21805,,,
H006896,2026-07-20 15:27:43,email_open,阅读邮件（内部往来 1）,,,,oa.company.cn,,,,
H002907,2026-07-20 15:33:14,login,登录办公终端,,T1078,,,,,,
H004080,2026-07-20 15:33:28,email_open,阅读邮件（内部往来 3）,,,,docs.company.cn,,,,
H001235,2026-07-20 15:36:49,failed_login,密码错误自动重试,,T1110.001,,,,,,
H001177,2026-07-20 15:37:00,email_open,阅读邮件（内部往来 1）,,,,oa.company.cn,,,,
H002844,2026-07-20 15:39:13,email_open,阅读邮件（内部往来 2）,,,,kb.company.cn,,,,
H000527,2026-07-20 15:45:08,email_open,阅读邮件（内部往来 1）,,,,npm.company.cn,,,,
H002540,2026-07-20 15:51:22,email_open,阅读邮件（内部往来 1）,,,,npm.company.cn,,,,
H009698,2026-07-20 15:54:17,dns_query,域名解析,,T1071.001,,mail.company.cn,,,,
H001235,2026-07-20 16:00:56,web_visit,访问内部 OA/知识库,,T1071,,wiki.company.cn,,,,
H000438,2026-07-20 16:02:05,download,下载文档/更新包 39MB,,T1204.002,,,14578,,,
H001547,2026-07-20 16:02:49,dns_query,域名解析,,T1071.001,,baidu.com,,,,
H009500,2026-07-20 16:03:12,failed_login,密码错误自动重试,,T1110.001,,,,,,
H009982,2026-07-20 16:04:03,email_open,阅读邮件（内部往来 2）,,,,npm.company.cn,,,,
H008931,2026-07-20 16:04:21,email_open,阅读邮件（内部往来 2）,,,,npm.company.cn,,,,
H004058,2026-07-20 16:08:30,web_visit,访问内部 OA/知识库,,T1071,,wiki.company.cn,,,,
H006738,2026-07-20 16:11:53,email_open,阅读邮件（内部往来 1）,,,,kb.company.cn,,,,
H003043,2026-07-20 16:15:39,email_open,阅读邮件（内部往来 1）,,,,wiki.company.cn,,,,
H007458,2026-07-20 16:19:17,dns_query,域名解析,,T1071.001,,zhihu.com,,,,
H000117,2026-07-20 16:22:26,login,登录办公终端,,T1078,,,,,,
H008154,2026-07-20 16:23:41,dns_query,域名解析,,T1071.001,,kb.company.cn,,,,
H001235,2026-07-20 16:25:03,email_open,阅读邮件（内部往来 1）,,,,npm.company.cn,,,,
H009535,2026-07-20 16:26:19,login,登录办公终端,,T1078,,,,,,
H000987,2026-07-20 16:29:00,email_open,阅读邮件（内部往来 2）,,,,wiki.company.cn,,,,
H009691,2026-07-20 16:29:08,login,登录办公终端,,T1078,,,,东莞市,,
H002907,2026-07-20 16:29:53,failed_login,密码错误自动重试,,T1110.001,,,,,,
H009500,2026-07-20 16:30:52,login,登录办公终端,,T1078,,,,,,
H000527,2026-07-20 16:30:55,login,登录办公终端,,T1078,,,,,,
H006049,2026-07-20 16:31:45,failed_login,密码错误自动重试,,T1110.001,,,,,,
H006311,2026-07-20 16:34:51,web_visit,访问内部 OA/知识库,,T1071,,docs.company.cn,,,,
H000763,2026-07-20 16:40:18,login,登录办公终端,,T1078,,,,,,
H003043,2026-07-20 16:46:21,email_open,阅读邮件（内部往来 2）,,,,oa.company.cn,,,,
H002907,2026-07-20 16:48:21,dns_query,域名解析,,T1071.001,,weibo.com,,,,
H008164,2026-07-20 16:53:51,email_open,阅读邮件（内部往来 1）,,,,wiki.company.cn,,,,
H007500,2026-07-20 16:54:13,web_visit,访问内部 OA/知识库,,T1071,,oa.company.cn,,,,
H009691,2026-07-20 16:54:53,dns_query,域名解析,,T1071.001,,zhihu.com,,,,
H009903,2026-07-20 16:55:00,login,登录办公终端,,T1078,,,,天津市,,
H004950,2026-07-20 17:02:42,web_visit,访问内部 OA/知识库,,T1071,,wiki.company.cn,,,,
H004058,2026-07-20 17:03:33,failed_login,密码错误自动重试,,T1110.001,,,,,,
H004717,2026-07-20 17:03:37,web_visit,访问内部 OA/知识库,,T1071,,npm.company.cn,,,,
H004058,2026-07-20 17:03:38,login,登录办公终端,,T1078,,,,,,
H001235,2026-07-20 17:05:54,login,登录办公终端,,T1078,,,,,,
H004724,2026-07-20 17:06:27,email_open,阅读邮件（内部往来 4）,,,,wiki.company.cn,,,,
H003533,2026-07-20 17:13:26,web_visit,访问内部 OA/知识库,,T1071,,wiki.company.cn,,,,
H006738,2026-07-20 17:13:55,web_visit,访问内部 OA/知识库,,T1071,,mail.company.cn,,,,
H009903,2026-07-20 17:24:33,web_visit,访问内部 OA/知识库,,T1071,,npm.company.cn,,,,
H001547,2026-07-20 17:25:47,login,登录办公终端,,T1078,,,,南京市,,
H004763,2026-07-20 17:31:44,web_visit,访问内部 OA/知识库,,T1071,,kb.company.cn,,,,
H006738,2026-07-20 17:32:02,email_open,阅读邮件（内部往来 2）,,,,npm.company.cn,,,,
H006049,2026-07-20 17:32:48,failed_login,密码错误自动重试,,T1110.001,,,,,,
H004956,2026-07-20 17:33:09,email_open,阅读邮件（内部往来 1）,,,,oa.company.cn,,,,
H006738,2026-07-20 17:35:56,login,登录办公终端,,T1078,,,,,,
H002540,2026-07-20 17:44:14,download,下载文档/更新包 33MB,,T1204.002,,,2695,,,
H004763,2026-07-20 17:45:16,failed_login,密码错误自动重试,,T1110.001,,,,,,
H009535,2026-07-20 17:46:04,email_open,阅读邮件（内部往来 1）,,,,docs.company.cn,,,,
H005767,2026-07-20 17:50:49,email_open,阅读邮件（内部往来 1）,,,,oa.company.cn,,,,
H001547,2026-07-20 18:00:27,email_open,阅读邮件（内部往来 1）,,,,docs.company.cn,,,,
H009979,2026-07-20 18:04:11,web_visit,访问内部 OA/知识库,,T1071,,oa.company.cn,,,,
H009535,2026-07-20 18:08:24,web_visit,访问内部 OA/知识库,,T1071,,kb.company.cn,,,,
H009691,2026-07-20 18:09:21,email_open,阅读邮件（内部往来 1）,,,,npm.company.cn,,,,
H007500,2026-07-20 18:11:45,email_open,阅读邮件（内部往来 1）,,,,docs.company.cn,,,,
H004080,2026-07-20 18:20:46,login,登录办公终端,,T1078,,,,,,
H004956,2026-07-20 18:25:19,login,登录办公终端,,T1078,,,,,,
H009982,2026-07-20 18:27:37,failed_login,密码错误自动重试,,T1110.001,,,,,,
H004717,2026-07-20 18:31:43,login,登录办公终端,,T1078,,,,,,
H000117,2026-07-20 18:34:24,download,下载文档/更新包 30MB,,T1204.002,,,1336,,,
H001668,2026-07-20 18:37:30,failed_login,密码错误自动重试,,T1110.001,,,,,,
H001269,2026-07-20 18:42:14,login,登录办公终端,,T1078,,,,,,
H004956,2026-07-20 18:45:23,web_visit,访问内部 OA/知识库,,T1071,,docs.company.cn,,,,
H008981,2026-07-20 18:45:46,web_visit,访问内部 OA/知识库,,T1071,,npm.company.cn,,,,
H008154,2026-07-20 18:46:17,email_open,阅读邮件（内部往来 2）,,,,oa.company.cn,,,,
H000763,2026-07-20 18:46:56,download,下载文档/更新包 11MB,,T1204.002,,,24588,,,
H003043,2026-07-20 18:48:00,failed_login,密码错误自动重试,,T1110.001,,,,,,
H000763,2026-07-20 18:49:55,email_open,阅读邮件（内部往来 1）,,,,npm.company.cn,,,,
H005151,2026-07-20 18:53:01,login,登录办公终端,,T1078,,,,,,
H003752,2026-07-20 19:00:06,upload,外传数据 83MB（疑似误用）,,T1567,,box-share.cc,84992,,,
H003752,2026-07-20 19:04:06,upload,外传数据 82MB（疑似误用）,,T1567,,mail-personal.cn,83968,,,
H004564,2026-07-20 19:04:25,web_visit,访问内部 OA/知识库,,T1071,,wiki.company.cn,,,,
H009982,2026-07-20 19:04:34,web_visit,访问内部 OA/知识库,,T1071,,kb.company.cn,,,,
H003752,2026-07-20 19:06:06,upload,外传数据 57MB（疑似误用）,,T1567,,box-share.cc,58368,,,
H009691,2026-07-20 19:07:00,web_visit,访问内部 OA/知识库,,T1071,,docs.company.cn,,,,
H001269,2026-07-20 19:08:22,failed_login,密码错误自动重试,,T1110.001,,,,,,
H009500,2026-07-20 19:13:21,failed_login,密码错误自动重试,,T1110.001,,,,,,
H003973,2026-07-20 19:13:48,email_open,阅读邮件（内部往来 1）,,,,kb.company.cn,,,,
H001269,2026-07-20 19:23:21,dns_query,域名解析,,T1071.001,,taobao.com,,,,
H003752,2026-07-20 19:27:06,upload,外传数据 47MB（疑似误用）,,T1567,,yunpan-free.net,48128,,,
H003416,2026-07-20 19:30:01,login,登录办公终端,,T1078,,,,,,
H009979,2026-07-20 19:36:35,dns_query,域名解析,,T1071.001,,github.com,,,,
H006311,2026-07-20 19:39:36,web_visit,访问内部 OA/知识库,,T1071,,docs.company.cn,,,,
H004564,2026-07-20 19:43:58,download,下载文档/更新包 1MB,,T1204.002,,,19124,,,
H002907,2026-07-20 19:44:38,email_open,阅读邮件（内部往来 1）,,,,wiki.company.cn,,,,
H008981,2026-07-20 19:45:57,login,登录办公终端,,T1078,,,,,,
H006049,2026-07-20 19:58:43,web_visit,访问内部 OA/知识库,,T1071,,wiki.company.cn,,,,
H005614,2026-07-20 20:03:47,download,下载文档/更新包 27MB,,T1204.002,,,37615,,,
H006373,2026-07-20 20:13:31,login,登录办公终端,,T1078,,,,苏州市,,
H008214,2026-07-20 20:17:34,web_visit,访问内部 OA/知识库,,T1071,,kb.company.cn,,,,
H008871,2026-07-20 20:21:58,download,下载文档/更新包 39MB,,T1204.002,,,43366,,,
H003043,2026-07-20 20:22:04,email_open,阅读邮件（内部往来 3）,,,,mail.company.cn,,,,
H006373,2026-07-20 20:44:52,email_open,阅读邮件（内部往来 3）,,,,docs.company.cn,,,,
H005614,2026-07-20 20:58:28,web_visit,访问内部 OA/知识库,,T1071,,kb.company.cn,,,,
H009903,2026-07-20 21:00:25,email_open,阅读邮件（内部往来 1）,,,,docs.company.cn,,,,
H008154,2026-07-20 21:08:55,web_visit,访问内部 OA/知识库,,T1071,,kb.company.cn,,,,
H009903,2026-07-20 21:17:25,download,下载文档/更新包 2MB,,T1204.002,,,35255,,,
H000466,2026-07-20 21:28:02,login,登录办公终端,,T1078,,,,,,
H000466,2026-07-20 21:35:49,email_open,阅读邮件（内部往来 2）,,,,wiki.company.cn,,,,
H000527,2026-07-20 21:43:05,web_visit,访问内部 OA/知识库,,T1071,,mail.company.cn,,,,
H005767,2026-07-20 21:48:34,web_visit,访问内部 OA/知识库,,T1071,,npm.company.cn,,,,
H007500,2026-07-20 22:14:20,dns_query,域名解析,,T1071.001,,qq.com,,,,
H008214,2026-07-20 22:22:54,login,登录办公终端,,T1078,,,,东莞市,,
H000987,2026-07-20 22:40:42,email_open,阅读邮件（内部往来 3）,,,,docs.company.cn,,,,
H005614,2026-07-20 23:13:03,dns_query,域名解析,,T1071.001,,npm.company.cn,,,,
H006373,2026-07-20 23:14:34,web_visit,访问内部 OA/知识库,,T1071,,kb.company.cn,,,,
H008214,2026-07-20 23:24:50,failed_login,密码错误自动重试,,T1110.001,,,,,,
H002479,2026-07-20 23:50:23,web_visit,访问内部 OA/知识库,,T1071,,oa.company.cn,,,,
H000805,2026-07-21 01:02:53,web_visit,访问内部 OA/知识库,,T1071,,npm.company.cn,,,,
H006738,2026-07-21 01:03:59,failed_login,密码错误自动重试,,T1110.001,,,,,,
H004950,2026-07-21 01:41:21,email_open,阅读邮件（内部往来 1）,,,,wiki.company.cn,,,,
H007458,2026-07-21 04:00:04,failed_login,登录尝试失败（连续输错）,,T1110.001,,,,深圳市,,
H007458,2026-07-21 04:02:04,failed_login,登录尝试失败（连续输错）,,T1110.001,,,,成都市,,
H007458,2026-07-21 04:06:04,failed_login,登录尝试失败（连续输错）,,T1110.001,,,,北京市,,
H007458,2026-07-21 04:09:04,failed_login,登录尝试失败（连续输错）,,T1110.001,,,,北京市,,
H006311,2026-07-21 05:34:29,web_visit,访问内部 OA/知识库,,T1071,,wiki.company.cn,,,,
H002907,2026-07-21 05:36:06,email_open,阅读邮件（内部往来 1）,,,,kb.company.cn,,,,
H005988,2026-07-21 05:55:26,login,登录办公终端,,T1078,,,,,,
H006896,2026-07-21 06:47:42,dns_query,域名解析,,T1071.001,,bilibili.com,,,,
H004360,2026-07-21 06:50:02,login,登录办公终端,,T1078,,,,苏州市,,
H003910,2026-07-21 06:55:03,email_open,阅读邮件（内部往来 1）,,,,npm.company.cn,,,,
H003043,2026-07-21 07:12:01,failed_login,密码错误自动重试,,T1110.001,,,,,,
